IDucznia;Ocena;Data;IDprzedmiotu
124;1;2009-03-19;8
141;1;2009-03-19;3
142;4;2009-03-19;10
143;4;2009-03-19;2
166;2;2009-03-19;9
217;5;2009-03-19;10
233;4;2009-03-19;5
234;3;2009-03-19;10
236;2;2009-03-19;10
243;3;2009-03-19;6
248;2;2009-03-19;8
248;4;2009-03-19;9
259;4;2009-03-19;7
284;5;2009-03-19;6
293;4;2009-03-19;4
296;4;2009-03-19;8
296;5;2009-03-19;3
301;3;2009-03-19;1
308;2;2009-03-19;1
325;1;2009-03-19;6
329;5;2009-03-19;8
331;3;2009-03-19;2
332;5;2009-03-19;1
341;3;2009-03-19;4
342;4;2009-03-19;9
344;1;2009-03-19;8
350;1;2009-03-19;3
350;4;2009-03-19;10
351;4;2009-03-19;2
361;2;2009-03-19;9
384;5;2009-03-19;11
390;4;2009-03-19;5
390;3;2009-03-19;10
392;2;2009-03-19;10
394;3;2009-03-19;6
396;2;2009-03-19;8
396;4;2009-03-19;9
401;4;2009-03-19;7
411;5;2009-03-19;6
6;3;2009-03-20;4
15;2;2009-03-20;7
36;2;2009-03-20;5
40;4;2009-03-20;1
47;3;2009-03-20;5
47;5;2009-03-20;5
61;4;2009-03-20;4
65;4;2009-03-20;3
71;2;2009-03-20;6
87;2;2009-03-20;6
88;2;2009-03-20;7
105;3;2009-03-20;4
106;5;2009-03-20;6
128;3;2009-03-20;6
130;1;2009-03-20;2
137;4;2009-03-20;7
145;1;2009-03-20;4
148;3;2009-03-20;7
151;2;2009-03-20;7
154;5;2009-03-20;11
174;4;2009-03-20;3
179;4;2009-03-20;9
194;1;2009-03-20;2
205;2;2009-03-20;2
230;2;2009-03-20;7
247;2;2009-03-20;9
255;2;2009-03-20;4
255;2;2009-03-20;2
275;2;2009-03-20;3
280;3;2009-03-20;9
292;3;2009-03-20;4
296;2;2009-03-20;7
306;2;2009-03-20;5
308;4;2009-03-20;1
311;3;2009-03-20;5
311;5;2009-03-20;5
318;4;2009-03-20;4
319;4;2009-03-20;3
321;2;2009-03-20;6
328;2;2009-03-20;6
328;2;2009-03-20;7
336;3;2009-03-20;4
337;5;2009-03-20;6
345;3;2009-03-20;6
346;1;2009-03-20;2
348;4;2009-03-20;7
352;1;2009-03-20;4
353;3;2009-03-20;7
355;2;2009-03-20;7
356;5;2009-03-20;8
364;4;2009-03-20;3
367;4;2009-03-20;9
373;1;2009-03-20;2
378;2;2009-03-20;2
389;2;2009-03-20;7
396;2;2009-03-20;9
400;2;2009-03-20;4
400;2;2009-03-20;2
408;2;2009-03-20;3
410;3;2009-03-20;9
2;4;2009-03-21;8
6;2;2009-03-21;3
9;2;2009-03-21;4
19;3;2009-03-21;8
20;3;2009-03-21;7
40;2;2009-03-21;9
50;3;2009-03-21;2
71;2;2009-03-21;7
73;3;2009-03-21;1
78;4;2009-03-21;2
90;1;2009-03-21;3
98;1;2009-03-21;2
102;1;2009-03-21;3
116;4;2009-03-21;7
137;4;2009-03-21;2
138;3;2009-03-21;6
148;3;2009-03-21;8
149;2;2009-03-21;2
151;4;2009-03-21;6
152;3;2009-03-21;4
158;2;2009-03-21;5
162;3;2009-03-21;1
183;1;2009-03-21;9
187;2;2009-03-21;10
190;4;2009-03-21;2
205;5;2009-03-21;3
211;3;2009-03-21;9
226;3;2009-03-21;7
228;1;2009-03-21;6
239;2;2009-03-21;6
242;4;2009-03-21;5
243;5;2009-03-21;5
246;2;2009-03-21;6
252;3;2009-03-21;9
259;2;2009-03-21;7
259;3;2009-03-21;9
270;3;2009-03-21;10
291;4;2009-03-21;8
292;2;2009-03-21;3
293;2;2009-03-21;4
298;3;2009-03-21;8
299;3;2009-03-21;7
308;2;2009-03-21;9
313;3;2009-03-21;2
322;2;2009-03-21;7
322;3;2009-03-21;1
324;4;2009-03-21;2
329;1;2009-03-21;3
333;1;2009-03-21;2
335;1;2009-03-21;3
341;4;2009-03-21;7
349;4;2009-03-21;2
349;3;2009-03-21;6
353;3;2009-03-21;8
354;2;2009-03-21;2
355;4;2009-03-21;6
355;3;2009-03-21;4
357;2;2009-03-21;5
359;3;2009-03-21;1
368;1;2009-03-21;9
370;2;2009-03-21;10
371;4;2009-03-21;2
378;5;2009-03-21;3
381;3;2009-03-21;9
387;3;2009-03-21;7
388;1;2009-03-21;6
393;2;2009-03-21;6
394;4;2009-03-21;5
394;5;2009-03-21;5
396;2;2009-03-21;6
398;3;2009-03-21;9
401;2;2009-03-21;7
401;3;2009-03-21;9
406;3;2009-03-21;10
9;5;2009-03-22;8
10;4;2009-03-22;2
19;2;2009-03-22;7
19;5;2009-03-22;4
48;5;2009-03-22;9
55;4;2009-03-22;5
57;3;2009-03-22;5
59;3;2009-03-22;6
62;1;2009-03-22;3
64;3;2009-03-22;8
101;3;2009-03-22;10
111;2;2009-03-22;10
117;4;2009-03-22;8
124;2;2009-03-22;3
134;4;2009-03-22;8
137;2;2009-03-22;9
145;4;2009-03-22;1
158;2;2009-03-22;2
159;4;2009-03-22;6
188;2;2009-03-22;1
192;2;2009-03-22;4
203;2;2009-03-22;7
212;4;2009-03-22;4
217;4;2009-03-22;7
227;5;2009-03-22;9
241;1;2009-03-22;7
242;3;2009-03-22;3
258;2;2009-03-22;2
259;4;2009-03-22;3
259;4;2009-03-22;6
263;1;2009-03-22;6
294;5;2009-03-22;8
294;4;2009-03-22;2
298;2;2009-03-22;7
298;5;2009-03-22;4
312;5;2009-03-22;9
315;4;2009-03-22;5
316;3;2009-03-22;5
317;3;2009-03-22;6
318;1;2009-03-22;3
319;3;2009-03-22;8
334;3;2009-03-22;10
338;2;2009-03-22;10
341;4;2009-03-22;8
344;2;2009-03-22;3
347;4;2009-03-22;8
349;2;2009-03-22;9
352;4;2009-03-22;1
357;2;2009-03-22;2
358;4;2009-03-22;6
371;2;2009-03-22;1
372;2;2009-03-22;4
377;2;2009-03-22;7
381;4;2009-03-22;4
384;4;2009-03-22;7
387;5;2009-03-22;9
394;1;2009-03-22;7
394;3;2009-03-22;3
401;2;2009-03-22;2
401;4;2009-03-22;3
401;4;2009-03-22;6
403;1;2009-03-22;6
8;5;2009-03-23;6
22;4;2009-03-23;8
47;1;2009-03-23;5
63;3;2009-03-23;8
66;3;2009-03-23;10
81;4;2009-03-23;2
84;5;2009-03-23;6
85;5;2009-03-23;10
106;2;2009-03-23;2
112;4;2009-03-23;9
125;2;2009-03-23;7
159;3;2009-03-23;2
169;1;2009-03-23;9
176;5;2009-03-23;8
178;4;2009-03-23;2
189;2;2009-03-23;10
195;4;2009-03-23;9
196;4;2009-03-23;2
202;3;2009-03-23;9
235;4;2009-03-23;3
237;4;2009-03-23;3
242;3;2009-03-23;1
248;2;2009-03-23;3
262;1;2009-03-23;8
285;4;2009-03-23;4
293;5;2009-03-23;6
300;4;2009-03-23;8
311;1;2009-03-23;5
318;3;2009-03-23;8
319;3;2009-03-23;10
326;4;2009-03-23;2
327;5;2009-03-23;6
327;5;2009-03-23;10
337;2;2009-03-23;2
339;4;2009-03-23;9
344;2;2009-03-23;7
358;3;2009-03-23;2
362;1;2009-03-23;9
366;5;2009-03-23;8
367;4;2009-03-23;2
371;2;2009-03-23;10
373;4;2009-03-23;9
374;4;2009-03-23;2
377;3;2009-03-23;9
391;4;2009-03-23;3
392;4;2009-03-23;3
394;3;2009-03-23;1
396;2;2009-03-23;3
403;1;2009-03-23;8
412;4;2009-03-23;4
10;4;2009-03-24;8
33;4;2009-03-24;7
34;1;2009-03-24;7
44;5;2009-03-24;5
51;2;2009-03-24;1
59;3;2009-03-24;6
65;5;2009-03-24;2
75;2;2009-03-24;7
95;5;2009-03-24;9
98;5;2009-03-24;2
99;1;2009-03-24;4
102;4;2009-03-24;2
110;3;2009-03-24;1
115;1;2009-03-24;4
121;2;2009-03-24;4
147;1;2009-03-24;7
154;1;2009-03-24;4
155;1;2009-03-24;5
160;3;2009-03-24;5
174;5;2009-03-24;8
179;2;2009-03-24;10
179;3;2009-03-24;7
185;2;2009-03-24;7
189;4;2009-03-24;4
197;4;2009-03-24;1
201;1;2009-03-24;4
215;2;2009-03-24;10
221;3;2009-03-24;4
226;4;2009-03-24;9
232;3;2009-03-24;3
235;3;2009-03-24;10
239;1;2009-03-24;9
241;2;2009-03-24;5
242;5;2009-03-24;7
246;5;2009-03-24;9
258;4;2009-03-24;8
287;4;2009-03-24;2
289;1;2009-03-24;6
294;4;2009-03-24;8
304;4;2009-03-24;7
305;1;2009-03-24;7
310;5;2009-03-24;5
313;2;2009-03-24;1
317;3;2009-03-24;6
319;5;2009-03-24;2
323;2;2009-03-24;7
332;5;2009-03-24;9
333;5;2009-03-24;2
333;1;2009-03-24;4
335;4;2009-03-24;2
338;3;2009-03-24;1
340;1;2009-03-24;4
343;2;2009-03-24;4
353;1;2009-03-24;7
356;1;2009-03-24;4
356;1;2009-03-24;5
358;3;2009-03-24;5
364;5;2009-03-24;8
367;2;2009-03-24;10
367;3;2009-03-24;7
369;2;2009-03-24;7
371;4;2009-03-24;4
374;4;2009-03-24;1
376;1;2009-03-24;4
383;2;2009-03-24;10
385;3;2009-03-24;4
387;4;2009-03-24;9
390;3;2009-03-24;3
391;3;2009-03-24;10
393;1;2009-03-24;9
394;2;2009-03-24;5
394;5;2009-03-24;7
396;5;2009-03-24;9
401;4;2009-03-24;8
413;4;2009-03-24;2
413;1;2009-03-24;6
10;1;2009-03-25;4
13;1;2009-03-25;7
16;4;2009-03-25;10
19;5;2009-03-25;10
22;2;2009-03-25;5
25;1;2009-03-25;3
30;4;2009-03-25;4
32;1;2009-03-25;5
48;2;2009-03-25;8
54;3;2009-03-25;6
59;3;2009-03-25;3
71;4;2009-03-25;5
72;5;2009-03-25;8
83;2;2009-03-25;6
92;3;2009-03-25;2
113;3;2009-03-25;9
118;3;2009-03-25;10
126;3;2009-03-25;6
130;4;2009-03-25;6
140;3;2009-03-25;4
146;4;2009-03-25;2
146;2;2009-03-25;3
159;2;2009-03-25;4
175;4;2009-03-25;8
197;2;2009-03-25;7
227;5;2009-03-25;1
231;4;2009-03-25;9
235;5;2009-03-25;5
247;4;2009-03-25;9
259;2;2009-03-25;9
266;2;2009-03-25;7
266;2;2009-03-25;8
266;2;2009-03-25;5
270;1;2009-03-25;6
272;4;2009-03-25;8
280;2;2009-03-25;7
294;1;2009-03-25;4
295;1;2009-03-25;7
297;4;2009-03-25;10
298;5;2009-03-25;10
300;2;2009-03-25;5
301;1;2009-03-25;3
303;4;2009-03-25;4
304;1;2009-03-25;5
312;2;2009-03-25;8
315;3;2009-03-25;6
317;3;2009-03-25;3
322;4;2009-03-25;5
322;5;2009-03-25;8
326;2;2009-03-25;6
331;3;2009-03-25;2
339;3;2009-03-25;9
342;3;2009-03-25;10
344;3;2009-03-25;6
346;4;2009-03-25;6
350;3;2009-03-25;4
352;4;2009-03-25;2
352;2;2009-03-25;3
358;2;2009-03-25;4
365;4;2009-03-25;8
374;2;2009-03-25;7
388;5;2009-03-25;1
389;4;2009-03-25;9
391;5;2009-03-25;5
396;4;2009-03-25;9
401;2;2009-03-25;9
404;2;2009-03-25;7
404;2;2009-03-25;8
404;2;2009-03-25;5
406;1;2009-03-25;6
407;4;2009-03-25;8
410;2;2009-03-25;7
6;2;2009-03-26;7
14;4;2009-03-26;2
22;3;2009-03-26;7
40;1;2009-03-26;5
43;2;2009-03-26;5
47;3;2009-03-26;9
47;2;2009-03-26;9
61;3;2009-03-26;6
72;3;2009-03-26;6
76;3;2009-03-26;9
88;4;2009-03-26;3
91;2;2009-03-26;6
95;1;2009-03-26;7
109;4;2009-03-26;8
114;3;2009-03-26;8
118;4;2009-03-26;1
126;5;2009-03-26;7
129;4;2009-03-26;5
131;1;2009-03-26;7
134;4;2009-03-26;3
140;3;2009-03-26;5
155;3;2009-03-26;8
171;3;2009-03-26;10
181;2;2009-03-26;9
193;2;2009-03-26;8
198;2;2009-03-26;2
201;2;2009-03-26;7
201;1;2009-03-26;2
207;3;2009-03-26;6
211;3;2009-03-26;2
213;2;2009-03-26;6
226;3;2009-03-26;1
255;4;2009-03-26;1
280;3;2009-03-26;6
293;2;2009-03-26;7
296;4;2009-03-26;2
300;3;2009-03-26;7
308;1;2009-03-26;5
309;2;2009-03-26;5
311;3;2009-03-26;9
311;2;2009-03-26;9
318;3;2009-03-26;6
322;3;2009-03-26;6
324;3;2009-03-26;9
328;4;2009-03-26;3
330;2;2009-03-26;6
332;1;2009-03-26;7
338;4;2009-03-26;8
340;3;2009-03-26;8
342;4;2009-03-26;1
344;5;2009-03-26;7
345;4;2009-03-26;5
346;1;2009-03-26;7
347;4;2009-03-26;3
350;3;2009-03-26;5
356;3;2009-03-26;8
363;3;2009-03-26;10
368;2;2009-03-26;9
373;2;2009-03-26;8
375;2;2009-03-26;2
376;2;2009-03-26;7
376;1;2009-03-26;2
379;3;2009-03-26;6
381;3;2009-03-26;2
382;2;2009-03-26;6
387;3;2009-03-26;1
400;4;2009-03-26;1
410;3;2009-03-26;6
13;5;2009-03-27;3
18;2;2009-03-27;2
19;4;2009-03-27;8
24;3;2009-03-27;6
25;1;2009-03-27;9
49;4;2009-03-27;5
53;2;2009-03-27;9
56;5;2009-03-27;7
82;2;2009-03-27;3
91;2;2009-03-27;8
92;2;2009-03-27;7
97;2;2009-03-27;6
109;4;2009-03-27;7
111;1;2009-03-27;3
115;3;2009-03-27;1
151;4;2009-03-27;3
153;2;2009-03-27;7
154;2;2009-03-27;10
167;3;2009-03-27;4
173;5;2009-03-27;3
176;4;2009-03-27;5
187;3;2009-03-27;3
189;2;2009-03-27;9
189;2;2009-03-27;4
195;3;2009-03-27;3
211;2;2009-03-27;9
216;2;2009-03-27;1
217;2;2009-03-27;4
221;4;2009-03-27;2
235;5;2009-03-27;3
237;5;2009-03-27;3
241;3;2009-03-27;3
248;2;2009-03-27;1
252;2;2009-03-27;3
258;5;2009-03-27;8
266;2;2009-03-27;5
266;4;2009-03-27;3
276;2;2009-03-27;2
277;2;2009-03-27;5
279;1;2009-03-27;3
286;1;2009-03-27;2
295;5;2009-03-27;3
298;2;2009-03-27;2
298;4;2009-03-27;8
301;3;2009-03-27;6
301;1;2009-03-27;9
312;4;2009-03-27;5
314;2;2009-03-27;9
316;5;2009-03-27;7
326;2;2009-03-27;3
330;2;2009-03-27;8
331;2;2009-03-27;7
332;2;2009-03-27;6
338;4;2009-03-27;7
338;1;2009-03-27;3
340;3;2009-03-27;1
355;4;2009-03-27;3
355;2;2009-03-27;7
356;2;2009-03-27;10
362;3;2009-03-27;4
364;5;2009-03-27;3
366;4;2009-03-27;5
370;3;2009-03-27;3
371;2;2009-03-27;9
371;2;2009-03-27;4
374;3;2009-03-27;3
381;2;2009-03-27;9
383;2;2009-03-27;1
384;2;2009-03-27;4
385;4;2009-03-27;2
391;5;2009-03-27;3
392;5;2009-03-27;3
394;3;2009-03-27;3
396;2;2009-03-27;1
399;2;2009-03-27;3
401;5;2009-03-27;8
404;2;2009-03-27;5
404;4;2009-03-27;3
408;2;2009-03-27;2
409;2;2009-03-27;5
409;1;2009-03-27;3
412;1;2009-03-27;2
1;5;2009-03-28;9
7;4;2009-03-28;5
15;1;2009-03-28;6
34;2;2009-03-28;4
35;2;2009-03-28;4
42;2;2009-03-28;10
43;5;2009-03-28;5
66;3;2009-03-28;6
78;4;2009-03-28;6
78;3;2009-03-28;2
81;1;2009-03-28;6
84;2;2009-03-28;6
89;2;2009-03-28;1
89;1;2009-03-28;9
101;4;2009-03-28;5
111;4;2009-03-28;9
116;4;2009-03-28;5
122;1;2009-03-28;3
133;4;2009-03-28;5
133;5;2009-03-28;10
134;2;2009-03-28;10
138;4;2009-03-28;4
146;2;2009-03-28;8
148;1;2009-03-28;9
160;3;2009-03-28;5
165;2;2009-03-28;10
165;3;2009-03-28;9
170;2;2009-03-28;7
197;4;2009-03-28;6
204;1;2009-03-28;8
210;3;2009-03-28;4
214;3;2009-03-28;4
244;3;2009-03-28;3
252;4;2009-03-28;4
260;4;2009-03-28;8
266;1;2009-03-28;6
280;4;2009-03-28;8
290;5;2009-03-28;9
293;4;2009-03-28;5
296;1;2009-03-28;6
305;2;2009-03-28;4
305;2;2009-03-28;4
309;2;2009-03-28;10
309;5;2009-03-28;5
319;3;2009-03-28;6
324;4;2009-03-28;6
324;3;2009-03-28;2
326;1;2009-03-28;6
327;2;2009-03-28;6
329;2;2009-03-28;1
329;1;2009-03-28;9
334;4;2009-03-28;5
338;4;2009-03-28;9
341;4;2009-03-28;5
343;1;2009-03-28;3
347;4;2009-03-28;5
347;5;2009-03-28;10
347;2;2009-03-28;10
349;4;2009-03-28;4
352;2;2009-03-28;8
353;1;2009-03-28;9
358;3;2009-03-28;5
361;2;2009-03-28;10
361;3;2009-03-28;9
363;2;2009-03-28;7
374;4;2009-03-28;6
377;1;2009-03-28;8
380;3;2009-03-28;4
382;3;2009-03-28;4
395;3;2009-03-28;3
399;4;2009-03-28;4
402;4;2009-03-28;8
404;1;2009-03-28;6
410;4;2009-03-28;8
16;5;2009-03-29;8
24;1;2009-03-29;6
26;2;2009-03-29;2
43;4;2009-03-29;4
57;2;2009-03-29;7
77;4;2009-03-29;9
99;1;2009-03-29;2
118;3;2009-03-29;1
144;4;2009-03-29;4
145;2;2009-03-29;2
149;2;2009-03-29;6
157;2;2009-03-29;6
164;4;2009-03-29;4
178;5;2009-03-29;2
193;2;2009-03-29;6
195;4;2009-03-29;6
199;4;2009-03-29;3
208;4;2009-03-29;9
214;4;2009-03-29;8
225;3;2009-03-29;4
230;5;2009-03-29;8
238;1;2009-03-29;2
248;2;2009-03-29;9
250;5;2009-03-29;4
253;1;2009-03-29;6
255;5;2009-03-29;3
263;2;2009-03-29;7
280;3;2009-03-29;6
283;4;2009-03-29;5
286;5;2009-03-29;8
288;4;2009-03-29;2
289;2;2009-03-29;5
297;5;2009-03-29;8
301;1;2009-03-29;6
302;2;2009-03-29;2
309;4;2009-03-29;4
316;2;2009-03-29;7
324;4;2009-03-29;9
333;1;2009-03-29;2
342;3;2009-03-29;1
351;4;2009-03-29;4
352;2;2009-03-29;2
354;2;2009-03-29;6
357;2;2009-03-29;6
360;4;2009-03-29;4
367;5;2009-03-29;2
373;2;2009-03-29;6
374;4;2009-03-29;6
375;4;2009-03-29;3
379;4;2009-03-29;9
382;4;2009-03-29;8
387;3;2009-03-29;4
389;5;2009-03-29;8
392;1;2009-03-29;2
397;2;2009-03-29;9
397;5;2009-03-29;4
399;1;2009-03-29;6
400;5;2009-03-29;3
403;2;2009-03-29;7
410;3;2009-03-29;6
411;4;2009-03-29;5
412;5;2009-03-29;8
413;4;2009-03-29;2
413;2;2009-03-29;5
14;2;2009-03-30;6
14;2;2009-03-30;4
18;5;2009-03-30;5
19;4;2009-03-30;7
25;1;2009-03-30;3
34;3;2009-03-30;4
38;1;2009-03-30;7
39;2;2009-03-30;2
41;3;2009-03-30;2
46;4;2009-03-30;11
56;4;2009-03-30;7
57;4;2009-03-30;2
64;4;2009-03-30;6
67;3;2009-03-30;2
68;5;2009-03-30;1
81;3;2009-03-30;5
82;4;2009-03-30;10
113;3;2009-03-30;7
117;4;2009-03-30;8
125;2;2009-03-30;8
149;2;2009-03-30;8
152;2;2009-03-30;6
166;3;2009-03-30;5
169;2;2009-03-30;3
173;1;2009-03-30;10
179;3;2009-03-30;5
183;2;2009-03-30;5
218;1;2009-03-30;3
228;3;2009-03-30;1
235;3;2009-03-30;4
236;3;2009-03-30;7
239;2;2009-03-30;8
243;4;2009-03-30;6
248;1;2009-03-30;7
250;2;2009-03-30;7
279;2;2009-03-30;3
296;2;2009-03-30;6
296;2;2009-03-30;11
298;5;2009-03-30;5
298;4;2009-03-30;7
301;1;2009-03-30;3
305;3;2009-03-30;4
306;1;2009-03-30;7
307;2;2009-03-30;2
308;3;2009-03-30;2
311;4;2009-03-30;3
316;4;2009-03-30;7
316;4;2009-03-30;2
319;4;2009-03-30;6
320;3;2009-03-30;2
320;5;2009-03-30;1
326;3;2009-03-30;5
326;4;2009-03-30;10
339;3;2009-03-30;7
341;4;2009-03-30;8
344;2;2009-03-30;8
354;2;2009-03-30;8
355;2;2009-03-30;6
361;3;2009-03-30;5
362;2;2009-03-30;3
364;1;2009-03-30;10
367;3;2009-03-30;5
368;2;2009-03-30;5
384;1;2009-03-30;3
388;3;2009-03-30;1
391;3;2009-03-30;11
392;3;2009-03-30;7
393;2;2009-03-30;8
394;4;2009-03-30;6
397;1;2009-03-30;7
397;2;2009-03-30;7
409;2;2009-03-30;3
19;5;2009-03-31;4
23;3;2009-03-31;8
24;4;2009-03-31;6
24;3;2009-03-31;8
42;4;2009-03-31;9
47;4;2009-03-31;9
48;2;2009-03-31;8
57;3;2009-03-31;3
63;3;2009-03-31;2
64;4;2009-03-31;9
69;4;2009-03-31;2
72;2;2009-03-31;2
81;2;2009-03-31;9
90;4;2009-03-31;5
90;4;2009-03-31;4
111;1;2009-03-31;8
112;3;2009-03-31;8
123;5;2009-03-31;6
125;5;2009-03-31;2
131;3;2009-03-31;4
133;4;2009-03-31;5
139;4;2009-03-31;11
149;5;2009-03-31;5
172;5;2009-03-31;2
199;4;2009-03-31;7
201;4;2009-03-31;2
203;2;2009-03-31;5
211;3;2009-03-31;2
225;4;2009-03-31;7
230;2;2009-03-31;3
239;2;2009-03-31;1
256;2;2009-03-31;3
259;2;2009-03-31;4
280;3;2009-03-31;5
298;5;2009-03-31;4
300;3;2009-03-31;8
301;4;2009-03-31;6
301;3;2009-03-31;8
309;4;2009-03-31;9
311;4;2009-03-31;9
312;2;2009-03-31;8
316;3;2009-03-31;3
318;3;2009-03-31;2
319;4;2009-03-31;9
321;4;2009-03-31;2
322;2;2009-03-31;2
326;2;2009-03-31;9
329;4;2009-03-31;5
329;4;2009-03-31;4
338;1;2009-03-31;11
339;3;2009-03-31;8
343;5;2009-03-31;6
344;5;2009-03-31;2
346;3;2009-03-31;4
347;4;2009-03-31;5
349;4;2009-03-31;2
354;5;2009-03-31;5
364;5;2009-03-31;2
375;4;2009-03-31;7
376;4;2009-03-31;2
377;2;2009-03-31;5
381;3;2009-03-31;2
387;4;2009-03-31;7
389;2;2009-03-31;3
393;2;2009-03-31;1
400;2;2009-03-31;3
401;2;2009-03-31;4
410;3;2009-03-31;5
21;2;2009-04-01;9
36;4;2009-04-01;7
40;3;2009-04-01;6
45;2;2009-04-01;6
46;1;2009-04-01;8
55;2;2009-04-01;9
67;1;2009-04-01;4
73;5;2009-04-01;5
74;4;2009-04-01;1
76;4;2009-04-01;11
82;3;2009-04-01;5
96;3;2009-04-01;4
100;4;2009-04-01;9
112;2;2009-04-01;2
119;4;2009-04-01;3
143;3;2009-04-01;9
156;5;2009-04-01;7
171;1;2009-04-01;7
177;2;2009-04-01;6
197;3;2009-04-01;8
197;2;2009-04-01;3
198;1;2009-04-01;9
202;2;2009-04-01;4
207;3;2009-04-01;9
208;2;2009-04-01;4
236;2;2009-04-01;5
252;2;2009-04-01;1
265;4;2009-04-01;10
269;2;2009-04-01;8
273;1;2009-04-01;4
286;3;2009-04-01;8
287;2;2009-04-01;6
289;1;2009-04-01;9
299;2;2009-04-01;9
306;4;2009-04-01;7
308;3;2009-04-01;6
311;2;2009-04-01;6
311;1;2009-04-01;11
315;2;2009-04-01;9
320;1;2009-04-01;4
322;5;2009-04-01;5
323;4;2009-04-01;1
324;4;2009-04-01;7
326;3;2009-04-01;5
332;3;2009-04-01;4
334;4;2009-04-01;9
339;2;2009-04-01;2
342;4;2009-04-01;3
351;3;2009-04-01;9
356;5;2009-04-01;7
363;1;2009-04-01;7
366;2;2009-04-01;6
374;3;2009-04-01;8
374;2;2009-04-01;3
375;1;2009-04-01;9
377;2;2009-04-01;4
379;3;2009-04-01;9
379;2;2009-04-01;4
392;2;2009-04-01;5
399;2;2009-04-01;1
404;4;2009-04-01;10
405;2;2009-04-01;8
407;1;2009-04-01;4
412;3;2009-04-01;8
413;2;2009-04-01;6
413;1;2009-04-01;11
10;3;2009-04-02;5
18;3;2009-04-02;8
22;5;2009-04-02;6
36;2;2009-04-02;3
37;5;2009-04-02;10
83;2;2009-04-02;6
83;3;2009-04-02;9
95;5;2009-04-02;3
99;2;2009-04-02;3
114;5;2009-04-02;4
133;3;2009-04-02;8
150;5;2009-04-02;8
168;4;2009-04-02;8
173;4;2009-04-02;9
174;4;2009-04-02;3
191;1;2009-04-02;4
195;2;2009-04-02;6
203;3;2009-04-02;6
208;1;2009-04-02;3
214;2;2009-04-02;2
218;5;2009-04-02;7
235;4;2009-04-02;3
243;4;2009-04-02;2
246;5;2009-04-02;7
248;4;2009-04-02;1
253;4;2009-04-02;1
260;1;2009-04-02;9
261;3;2009-04-02;11
272;4;2009-04-02;10
278;4;2009-04-02;10
280;4;2009-04-02;8
285;4;2009-04-02;5
289;1;2009-04-02;6
294;3;2009-04-02;5
298;3;2009-04-02;8
300;5;2009-04-02;6
306;2;2009-04-02;3
306;5;2009-04-02;10
326;2;2009-04-02;6
326;3;2009-04-02;9
332;5;2009-04-02;3
334;2;2009-04-02;3
340;5;2009-04-02;4
347;3;2009-04-02;8
354;5;2009-04-02;8
362;4;2009-04-02;8
364;4;2009-04-02;9
364;4;2009-04-02;3
372;1;2009-04-02;4
374;2;2009-04-02;6
377;3;2009-04-02;6
379;1;2009-04-02;3
382;2;2009-04-02;2
384;5;2009-04-02;7
391;4;2009-04-02;3
394;4;2009-04-02;11
396;5;2009-04-02;7
397;4;2009-04-02;1
399;4;2009-04-02;1
402;1;2009-04-02;9
402;3;2009-04-02;7
407;4;2009-04-02;10
409;4;2009-04-02;10
410;4;2009-04-02;8
412;4;2009-04-02;5
414;1;2009-04-02;6
2;2;2009-04-03;6
11;4;2009-04-03;9
20;2;2009-04-03;7
42;2;2009-04-03;5
44;2;2009-04-03;4
64;4;2009-04-03;7
74;2;2009-04-03;3
78;2;2009-04-03;2
85;5;2009-04-03;3
87;4;2009-04-03;2
99;4;2009-04-03;9
101;5;2009-04-03;9
107;1;2009-04-03;3
108;4;2009-04-03;5
127;2;2009-04-03;3
127;1;2009-04-03;9
130;2;2009-04-03;9
130;3;2009-04-03;11
132;5;2009-04-03;10
136;2;2009-04-03;5
161;3;2009-04-03;7
172;1;2009-04-03;5
172;2;2009-04-03;10
175;5;2009-04-03;6
177;2;2009-04-03;4
188;4;2009-04-03;5
203;4;2009-04-03;4
203;3;2009-04-03;9
204;5;2009-04-03;5
205;4;2009-04-03;3
214;3;2009-04-03;4
216;3;2009-04-03;8
230;5;2009-04-03;1
241;3;2009-04-03;2
249;5;2009-04-03;1
265;2;2009-04-03;8
267;2;2009-04-03;8
268;4;2009-04-03;8
276;3;2009-04-03;3
282;3;2009-04-03;4
289;3;2009-04-03;8
291;2;2009-04-03;6
294;4;2009-04-03;9
299;2;2009-04-03;7
309;2;2009-04-03;5
310;2;2009-04-03;11
319;4;2009-04-03;7
323;2;2009-04-03;3
324;2;2009-04-03;2
327;5;2009-04-03;3
328;4;2009-04-03;2
334;4;2009-04-03;9
334;5;2009-04-03;9
337;1;2009-04-03;3
337;4;2009-04-03;5
345;2;2009-04-03;3
345;1;2009-04-03;9
346;2;2009-04-03;9
346;3;2009-04-03;7
347;5;2009-04-03;10
348;2;2009-04-03;5
359;3;2009-04-03;7
364;1;2009-04-03;5
364;2;2009-04-03;10
365;5;2009-04-03;6
366;2;2009-04-03;4
371;4;2009-04-03;5
377;4;2009-04-03;4
377;3;2009-04-03;9
377;5;2009-04-03;5
378;4;2009-04-03;3
382;3;2009-04-03;4
383;3;2009-04-03;8
389;5;2009-04-03;11
394;3;2009-04-03;2
397;5;2009-04-03;1
404;2;2009-04-03;8
405;2;2009-04-03;8
405;4;2009-04-03;8
408;3;2009-04-03;3
411;3;2009-04-03;4
414;3;2009-04-03;8
